row_id,order_id,created_at,item_id,quantity,delivery,cust_id,add_id
417,ORD_0167,2025-01-14 16:21:00,it003,1,Y,34,153
418,ORD_0168,2025-01-16 00:35:00,it031,2,N,68,630
419,ORD_0169,2025-01-16 19:56:00,it031,2,N,26,215
420,ORD_0169,2025-01-16 19:56:00,it029,3,N,26,829
421,ORD_0169,2025-01-16 19:56:00,it029,3,Y,26,508
422,ORD_0170,2025-01-17 15:37:00,it005,2,Y,38,152
423,ORD_0171,2025-01-18 21:34:00,it032,3,N,44,460
424,ORD_0171,2025-01-18 21:34:00,it020,2,Y,44,50
425,ORD_0171,2025-01-18 21:34:00,it032,1,N,44,726
426,ORD_0172,2025-01-20 00:30:00,it023,3,Y,21,445
427,ORD_0172,2025-01-20 00:30:00,it023,2,Y,21,107
428,ORD_0172,2025-01-20 00:30:00,it018,2,Y,21,738
429,ORD_0172,2025-01-20 00:30:00,it017,2,N,21,95
430,ORD_0173,2025-01-20 15:33:00,it025,2,N,17,16
431,ORD_0173,2025-01-20 15:33:00,it024,1,Y,17,41
432,ORD_0173,2025-01-20 15:33:00,it031,2,Y,17,460
433,ORD_0173,2025-01-20 15:33:00,it024,2,N,17,18
434,ORD_0174,2025-01-22 01:40:00,it022,3,N,61,425
435,ORD_0174,2025-01-22 01:40:00,it017,1,N,61,662
436,ORD_0174,2025-01-22 01:40:00,it028,1,Y,61,398
437,ORD_0175,2025-01-22 21:59:00,it026,3,N,82,804
438,ORD_0175,2025-01-22 21:59:00,it022,2,N,82,124
439,ORD_0175,2025-01-22 21:59:00,it021,1,Y,82,873
440,ORD_0176,2025-01-23 15:56:00,it021,2,N,83,106
441,ORD_0176,2025-01-23 15:56:00,it003,1,Y,83,350
442,ORD_0177,2025-01-24 22:15:00,it022,1,N,4,192
443,ORD_0177,2025-01-24 22:15:00,it025,3,N,4,570
444,ORD_0178,2025-01-25 13:09:00,it022,3,N,5,300
445,ORD_0178,2025-01-25 13:09:00,it020,3,N,5,122
446,ORD_0178,2025-01-25 13:09:00,it012,1,Y,5,863
447,ORD_0179,2025-01-26 15:27:00,it025,2,N,15,189
448,ORD_0179,2025-01-26 15:27:00,it019,2,Y,15,543
449,ORD_0180,2025-01-27 18:38:00,it010,2,Y,42,187
450,ORD_0181,2025-01-29 01:44:00,it024,3,N,18,275
451,ORD_0181,2025-01-29 01:44:00,it021,3,N,18,102
452,ORD_0182,2025-01-30 01:57:00,it016,2,Y,12,270
453,ORD_0183,2025-01-30 16:30:00,it027,2,Y,45,627
454,ORD_0183,2025-01-30 16:30:00,it020,3,N,45,590
455,ORD_0183,2025-01-30 16:30:00,it002,1,Y,45,173
456,ORD_0184,2025-01-31 23:50:00,it017,1,Y,52,236
457,ORD_0184,2025-01-31 23:50:00,it024,1,N,52,604
458,ORD_0184,2025-01-31 23:50:00,it032,2,Y,52,631
459,ORD_0185,2025-02-01 14:34:00,it019,3,Y,69,667
460,ORD_0186,2025-02-02 16:03:00,it016,1,N,66,113
461,ORD_0186,2025-02-02 16:03:00,it020,2,N,66,50
462,ORD_0186,2025-02-02 16:03:00,it024,3,Y,66,211
463,ORD_0186,2025-02-02 16:03:00,it020,1,Y,66,889
464,ORD_0187,2025-02-03 23:39:00,it032,1,N,35,225
465,ORD_0187,2025-02-03 23:39:00,it026,2,N,35,659
466,ORD_0188,2025-02-05 00:37:00,it021,1,Y,23,111
467,ORD_0188,2025-02-05 00:37:00,it020,1,Y,23,335
468,ORD_0188,2025-02-05 00:37:00,it024,1,Y,23,247
469,ORD_0188,2025-02-05 00:37:00,it017,3,N,23,534
470,ORD_0189,2025-02-06 00:32:00,it005,2,Y,43,209
471,ORD_0189,2025-02-06 00:32:00,it023,1,N,43,504
472,ORD_0189,2025-02-06 00:32:00,it020,1,N,43,483
473,ORD_0190,2025-02-07 01:36:00,it020,1,Y,4,515
474,ORD_0190,2025-02-07 01:36:00,it017,3,N,4,554
475,ORD_0190,2025-02-07 01:36:00,it024,1,N,4,242
476,ORD_0190,2025-02-07 01:36:00,it018,1,Y,4,262
477,ORD_0191,2025-02-07 15:07:00,it024,3,Y,62,853
478,ORD_0191,2025-02-07 15:07:00,it026,1,Y,62,32
479,ORD_0191,2025-02-07 15:07:00,it018,3,Y,62,750
480,ORD_0191,2025-02-07 15:07:00,it027,3,Y,62,642
481,ORD_0192,2025-02-08 14:55:00,it019,2,Y,70,848
482,ORD_0192,2025-02-08 14:55:00,it020,1,Y,70,216
483,ORD_0193,2025-02-09 13:33:00,it031,3,Y,32,815
484,ORD_0193,2025-02-09 13:33:00,it020,2,N,32,620
485,ORD_0194,2025-02-10 22:02:00,it027,3,Y,76,551
486,ORD_0195,2025-02-11 23:14:00,it007,2,Y,84,265
487,ORD_0196,2025-02-12 22:40:00,it018,3,Y,64,530
488,ORD_0197,2025-02-13 19:17:00,it019,1,Y,10,783
489,ORD_0198,2025-02-14 14:47:00,it022,1,Y,33,492
490,ORD_0199,2025-02-15 22:59:00,it025,1,N,38,513
491,ORD_0199,2025-02-15 22:59:00,it023,1,Y,38,614
492,ORD_0199,2025-02-15 22:59:00,it006,2,N,38,688
493,ORD_0200,2025-02-16 16:45:00,it020,3,Y,1,640
494,ORD_0200,2025-02-16 16:45:00,it028,3,Y,1,329
495,ORD_0200,2025-02-16 16:45:00,it021,3,N,1,542
496,ORD_0200,2025-02-16 16:45:00,it031,1,Y,1,2
497,ORD_0201,2025-02-18 01:58:00,it017,3,N,28,633
498,ORD_0201,2025-02-18 01:58:00,it027,2,Y,28,541
499,ORD_0201,2025-02-18 01:58:00,it021,2,N,28,877
500,ORD_0201,2025-02-18 01:58:00,it005,1,Y,28,274
501,ORD_0202,2025-02-19 00:28:00,it028,2,N,36,887
502,ORD_0202,2025-02-19 00:28:00,it017,2,Y,36,473
503,ORD_0202,2025-02-19 00:28:00,it017,2,Y,36,377
504,ORD_0203,2025-02-19 19:06:00,it023,1,Y,62,377
505,ORD_0203,2025-02-19 19:06:00,it019,3,Y,62,684
506,ORD_0204,2025-02-20 17:24:00,it013,1,Y,52,92
507,ORD_0204,2025-02-20 17:24:00,it018,2,Y,52,848
508,ORD_0204,2025-02-20 17:24:00,it026,1,N,52,703
509,ORD_0205,2025-02-21 15:00:00,it018,3,Y,85,504
510,ORD_0206,2025-02-22 12:42:00,it025,1,Y,14,840
511,ORD_0206,2025-02-22 12:42:00,it003,3,N,14,776
512,ORD_0207,2025-02-24 00:37:00,it029,3,Y,86,774
513,ORD_0207,2025-02-24 00:37:00,it009,1,N,86,111
514,ORD_0207,2025-02-24 00:37:00,it013,3,Y,86,401
515,ORD_0207,2025-02-24 00:37:00,it017,3,N,86,341
516,ORD_0208,2025-02-24 13:36:00,it009,3,N,31,765
517,ORD_0208,2025-02-24 13:36:00,it017,2,N,31,343
518,ORD_0209,2025-02-25 13:41:00,it002,1,N,39,74
519,ORD_0209,2025-02-25 13:41:00,it025,1,Y,39,532
520,ORD_0209,2025-02-25 13:41:00,it032,3,Y,39,531
521,ORD_0210,2025-02-26 20:51:00,it031,3,Y,77,537
522,ORD_0210,2025-02-26 20:51:00,it021,3,Y,77,446
523,ORD_0211,2025-02-28 01:03:00,it021,1,N,2,305
524,ORD_0212,2025-02-28 18:18:00,it002,3,Y,35,822
525,ORD_0212,2025-02-28 18:18:00,it018,3,Y,35,54
526,ORD_0213,2025-03-01 14:37:00,it018,1,Y,43,301
527,ORD_0213,2025-03-01 14:37:00,it009,3,N,43,583
528,ORD_0213,2025-03-01 14:37:00,it026,1,N,43,593
529,ORD_0213,2025-03-01 14:37:00,it020,3,N,43,890
530,ORD_0214,2025-03-02 18:07:00,it021,2,Y,17,145
531,ORD_0214,2025-03-02 18:07:00,it019,3,Y,17,532
532,ORD_0214,2025-03-02 18:07:00,it015,3,Y,17,316
533,ORD_0214,2025-03-02 18:07:00,it013,3,N,17,158
534,ORD_0215,2025-03-03 12:05:00,it005,3,N,1,585
535,ORD_0215,2025-03-03 12:05:00,it032,2,Y,1,849
536,ORD_0215,2025-03-03 12:05:00,it020,3,Y,1,444
537,ORD_0216,2025-03-04 15:06:00,it025,1,N,53,515
538,ORD_0216,2025-03-04 15:06:00,it020,1,Y,53,683
539,ORD_0216,2025-03-04 15:06:00,it018,3,N,53,641
540,ORD_0217,2025-03-06 00:25:00,it031,1,N,87,225
541,ORD_0217,2025-03-06 00:25:00,it021,2,Y,87,883
542,ORD_0217,2025-03-06 00:25:00,it013,3,N,87,82
543,ORD_0218,2025-03-06 20:41:00,it021,1,Y,40,464
544,ORD_0218,2025-03-06 20:41:00,it031,1,Y,40,787
545,ORD_0218,2025-03-06 20:41:00,it018,1,Y,40,763
546,ORD_0218,2025-03-06 20:41:00,it024,1,N,40,143
547,ORD_0219,2025-03-08 00:38:00,it017,1,Y,19,768
548,ORD_0219,2025-03-08 00:38:00,it026,3,Y,19,475
549,ORD_0220,2025-03-08 16:30:00,it025,2,N,74,683
550,ORD_0220,2025-03-08 16:30:00,it014,2,Y,74,242
551,ORD_0220,2025-03-08 16:30:00,it006,1,Y,74,884
552,ORD_0220,2025-03-08 16:30:00,it024,1,Y,74,458
553,ORD_0221,2025-03-09 21:59:00,it031,2,Y,12,895
554,ORD_0221,2025-03-09 21:59:00,it017,2,N,12,175
555,ORD_0222,2025-03-10 22:10:00,it031,2,N,20,716
556,ORD_0222,2025-03-10 22:10:00,it026,1,N,20,756
557,ORD_0223,2025-03-11 14:45:00,it014,1,N,22,552
558,ORD_0223,2025-03-11 14:45:00,it013,1,Y,22,184
559,ORD_0224,2025-03-13 01:33:00,it023,2,N,88,866
560,ORD_0224,2025-03-13 01:33:00,it017,1,Y,88,678
561,ORD_0224,2025-03-13 01:33:00,it009,2,N,88,802
562,ORD_0224,2025-03-13 01:33:00,it005,3,Y,88,335
563,ORD_0225,2025-03-13 12:15:00,it024,1,N,82,93
564,ORD_0226,2025-03-14 13:02:00,it021,3,Y,32,698
565,ORD_0226,2025-03-14 13:02:00,it018,3,Y,32,505
566,ORD_0226,2025-03-14 13:02:00,it032,2,Y,32,877
567,ORD_0226,2025-03-14 13:02:00,it027,1,N,32,281
568,ORD_0227,2025-03-15 19:59:00,it027,2,N,22,190
569,ORD_0227,2025-03-15 19:59:00,it019,2,N,22,186
570,ORD_0227,2025-03-15 19:59:00,it032,3,N,22,582
571,ORD_0228,2025-03-16 18:22:00,it018,3,N,23,104
572,ORD_0228,2025-03-16 18:22:00,it024,2,N,23,171
573,ORD_0228,2025-03-16 18:22:00,it017,2,Y,23,266
574,ORD_0229,2025-03-17 20:36:00,it019,1,N,62,215
575,ORD_0229,2025-03-17 20:36:00,it004,3,N,62,168
576,ORD_0229,2025-03-17 20:36:00,it023,1,Y,62,313
577,ORD_0229,2025-03-17 20:36:00,it016,2,N,62,16
578,ORD_0230,2025-03-19 01:40:00,it017,3,Y,62,374
579,ORD_0231,2025-03-19 17:43:00,it024,1,N,6,570
580,ORD_0231,2025-03-19 17:43:00,it015,3,Y,6,775
581,ORD_0231,2025-03-19 17:43:00,it017,1,Y,6,794
582,ORD_0231,2025-03-19 17:43:00,it020,2,Y,6,16
583,ORD_0232,2025-03-20 16:32:00,it005,1,Y,22,159
584,ORD_0232,2025-03-20 16:32:00,it022,2,Y,22,84
585,ORD_0232,2025-03-20 16:32:00,it023,3,N,22,372
586,ORD_0232,2025-03-20 16:32:00,it032,2,N,22,883
587,ORD_0233,2025-03-22 00:34:00,it020,3,Y,2,290
588,ORD_0233,2025-03-22 00:34:00,it017,2,Y,2,213
589,ORD_0234,2025-03-22 15:59:00,it005,1,Y,37,204
590,ORD_0234,2025-03-22 15:59:00,it023,1,Y,37,824
591,ORD_0234,2025-03-22 15:59:00,it027,1,N,37,866
592,ORD_0234,2025-03-22 15:59:00,it028,3,Y,37,433
593,ORD_0235,2025-03-23 12:07:00,it027,2,N,3,475
594,ORD_0235,2025-03-23 12:07:00,it029,3,Y,3,785
595,ORD_0235,2025-03-23 12:07:00,it013,1,Y,3,425
596,ORD_0236,2025-03-24 19:07:00,it018,2,Y,9,176
597,ORD_0236,2025-03-24 19:07:00,it015,1,N,9,703
598,ORD_0236,2025-03-24 19:07:00,it031,3,Y,9,401
599,ORD_0236,2025-03-24 19:07:00,it017,1,Y,9,523
600,ORD_0237,2025-03-25 14:51:00,it027,2,N,26,253
601,ORD_0237,2025-03-25 14:51:00,it023,1,N,26,742
602,ORD_0237,2025-03-25 14:51:00,it019,3,Y,26,808
603,ORD_0237,2025-03-25 14:51:00,it029,3,N,26,241
604,ORD_0238,2025-03-26 16:16:00,it020,1,Y,24,133
605,ORD_0238,2025-03-26 16:16:00,it011,3,N,24,777
606,ORD_0238,2025-03-26 16:16:00,it006,3,N,24,2
607,ORD_0239,2025-03-27 20:26:00,it007,2,N,1,241
608,ORD_0239,2025-03-27 20:26:00,it022,3,N,1,62
609,ORD_0239,2025-03-27 20:26:00,it032,3,Y,1,709
610,ORD_0239,2025-03-27 20:26:00,it018,1,N,1,779
611,ORD_0240,2025-03-29 00:11:00,it017,2,Y,12,215
612,ORD_0240,2025-03-29 00:11:00,it021,2,Y,12,489
613,ORD_0240,2025-03-29 00:11:00,it011,1,Y,12,23
614,ORD_0241,2025-03-29 12:10:00,it005,1,Y,9,161
615,ORD_0242,2025-03-30 23:12:00,it015,3,N,33,677
616,ORD_0242,2025-03-30 23:12:00,it003,2,N,33,107
617,ORD_0243,2025-03-31 18:36:00,it020,3,Y,31,153
618,ORD_0243,2025-03-31 18:36:00,it017,3,Y,31,441
619,ORD_0244,2025-04-01 17:40:00,it028,1,N,55,137
620,ORD_0245,2025-04-02 16:24:00,it003,2,Y,62,145
621,ORD_0245,2025-04-02 16:24:00,it025,1,N,62,131
622,ORD_0246,2025-04-03 14:09:00,it005,2,Y,36,441
623,ORD_0246,2025-04-03 14:09:00,it026,1,N,36,628
624,ORD_0246,2025-04-03 14:09:00,it018,2,Y,36,760
625,ORD_0247,2025-04-05 01:01:00,it019,1,Y,71,127
626,ORD_0247,2025-04-05 01:01:00,it012,2,Y,71,847
627,ORD_0248,2025-04-05 13:59:00,it015,2,Y,5,557
628,ORD_0248,2025-04-05 13:59:00,it001,1,N,5,567
629,ORD_0248,2025-04-05 13:59:00,it006,2,N,5,2
630,ORD_0248,2025-04-05 13:59:00,it021,2,N,5,380
631,ORD_0249,2025-04-06 16:17:00,it023,2,Y,89,820
632,ORD_0249,2025-04-06 16:17:00,it007,2,Y,89,340
633,ORD_0249,2025-04-06 16:17:00,it017,2,Y,89,474
634,ORD_0250,2025-04-07 21:56:00,it019,2,N,34,720
635,ORD_0251,2025-04-08 18:09:00,it022,3,N,85,160
636,ORD_0252,2025-04-09 20:36:00,it002,3,Y,60,556
637,ORD_0252,2025-04-09 20:36:00,it003,1,N,60,602
638,ORD_0252,2025-04-09 20:36:00,it001,2,N,60,424
639,ORD_0252,2025-04-09 20:36:00,it017,3,Y,60,537
640,ORD_0253,2025-04-10 19:46:00,it026,2,N,61,104
641,ORD_0253,2025-04-10 19:46:00,it024,3,N,61,654
642,ORD_0253,2025-04-10 19:46:00,it022,2,Y,61,43
643,ORD_0254,2025-04-11 12:10:00,it017,2,Y,55,861
644,ORD_0254,2025-04-11 12:10:00,it027,1,N,55,52
645,ORD_0254,2025-04-11 12:10:00,it021,1,Y,55,728
646,ORD_0254,2025-04-11 12:10:00,it032,1,Y,55,850
647,ORD_0255,2025-04-13 01:07:00,it029,3,N,86,519
648,ORD_0255,2025-04-13 01:07:00,it009,1,N,86,266
649,ORD_0255,2025-04-13 01:07:00,it008,3,N,86,150
650,ORD_0256,2025-04-13 20:31:00,it014,2,N,56,682
651,ORD_0257,2025-04-14 19:49:00,it025,1,N,43,690
652,ORD_0258,2025-04-15 18:48:00,it019,2,Y,90,797
653,ORD_0258,2025-04-15 18:48:00,it015,1,N,90,290
654,ORD_0258,2025-04-15 18:48:00,it022,2,Y,90,809
655,ORD_0258,2025-04-15 18:48:00,it020,3,N,90,680
656,ORD_0259,2025-04-16 22:49:00,it022,3,Y,71,272
657,ORD_0259,2025-04-16 22:49:00,it013,1,N,71,593
658,ORD_0259,2025-04-16 22:49:00,it026,2,N,71,155
659,ORD_0259,2025-04-16 22:49:00,it014,3,N,71,392
660,ORD_0260,2025-04-17 13:18:00,it013,3,Y,61,91
661,ORD_0260,2025-04-17 13:18:00,it028,2,N,61,154
662,ORD_0261,2025-04-18 17:07:00,it017,2,Y,21,410
663,ORD_0261,2025-04-18 17:07:00,it018,1,Y,21,218
664,ORD_0262,2025-04-19 13:14:00,it025,3,N,51,608
665,ORD_0262,2025-04-19 13:14:00,it023,3,N,51,411
666,ORD_0262,2025-04-19 13:14:00,it019,3,Y,51,439
667,ORD_0263,2025-04-20 21:13:00,it014,3,Y,90,99
668,ORD_0264,2025-04-22 00:58:00,it020,2,N,19,631
669,ORD_0265,2025-04-22 16:30:00,it023,1,Y,34,628
670,ORD_0265,2025-04-22 16:30:00,it030,3,N,34,705
671,ORD_0266,2025-04-23 14:45:00,it022,3,N,79,183
672,ORD_0266,2025-04-23 14:45:00,it023,3,Y,79,388
673,ORD_0266,2025-04-23 14:45:00,it028,2,Y,79,420
674,ORD_0266,2025-04-23 14:45:00,it026,1,Y,79,485
675,ORD_0267,2025-04-24 16:42:00,it023,1,Y,84,435
676,ORD_0267,2025-04-24 16:42:00,it023,2,N,84,774
677,ORD_0267,2025-04-24 16:42:00,it032,2,Y,84,334
678,ORD_0268,2025-04-25 13:35:00,it021,1,Y,45,80
679,ORD_0268,2025-04-25 13:35:00,it022,2,N,45,710
680,ORD_0268,2025-04-25 13:35:00,it017,3,N,45,164
681,ORD_0268,2025-04-25 13:35:00,it030,1,Y,45,406
682,ORD_0269,2025-04-26 15:21:00,it010,1,N,90,811
683,ORD_0269,2025-04-26 15:21:00,it027,1,Y,90,591
684,ORD_0269,2025-04-26 15:21:00,it025,3,Y,90,110
685,ORD_0270,2025-04-28 01:31:00,it017,3,N,26,234
686,ORD_0271,2025-04-28 19:11:00,it022,1,Y,21,143
687,ORD_0271,2025-04-28 19:11:00,it021,3,N,21,260
688,ORD_0271,2025-04-28 19:11:00,it019,1,Y,21,515
689,ORD_0271,2025-04-28 19:11:00,it026,3,N,21,838
690,ORD_0272,2025-04-30 00:09:00,it027,2,N,56,731
691,ORD_0272,2025-04-30 00:09:00,it017,2,Y,56,670
692,ORD_0272,2025-04-30 00:09:00,it020,1,Y,56,888
693,ORD_0272,2025-04-30 00:09:00,it026,2,N,56,782
694,ORD_0273,2025-05-01 01:01:00,it032,3,N,78,526
695,ORD_0273,2025-05-01 01:01:00,it019,2,Y,78,312
696,ORD_0274,2025-05-01 16:17:00,it021,3,Y,25,461
697,ORD_0274,2025-05-01 16:17:00,it023,2,N,25,54
698,ORD_0275,2025-05-02 21:33:00,it010,3,Y,31,259
699,ORD_0275,2025-05-02 21:33:00,it027,2,N,31,492
700,ORD_0275,2025-05-02 21:33:00,it006,3,N,31,895
701,ORD_0276,2025-05-04 01:52:00,it017,1,N,11,472
702,ORD_0276,2025-05-04 01:52:00,it017,1,Y,11,124
703,ORD_0276,2025-05-04 01:52:00,it005,3,N,11,30
704,ORD_0276,2025-05-04 01:52:00,it022,3,Y,11,606
705,ORD_0277,2025-05-04 23:47:00,it021,1,Y,91,750
706,ORD_0277,2025-05-04 23:47:00,it016,2,Y,91,199
707,ORD_0277,2025-05-04 23:47:00,it019,3,Y,91,656
708,ORD_0277,2025-05-04 23:47:00,it004,1,N,91,392
709,ORD_0278,2025-05-06 00:15:00,it016,1,N,8,628
710,ORD_0278,2025-05-06 00:15:00,it030,1,Y,8,720
711,ORD_0278,2025-05-06 00:15:00,it014,3,N,8,432
712,ORD_0278,2025-05-06 00:15:00,it023,3,N,8,448
713,ORD_0279,2025-05-06 13:13:00,it026,2,Y,1,709
714,ORD_0279,2025-05-06 13:13:00,it016,3,Y,1,372
715,ORD_0279,2025-05-06 13:13:00,it028,3,N,1,803
716,ORD_0279,2025-05-06 13:13:00,it011,2,N,1,561
717,ORD_0280,2025-05-08 00:07:00,it024,2,Y,9,309
718,ORD_0281,2025-05-08 21:01:00,it019,3,N,26,141
719,ORD_0281,2025-05-08 21:01:00,it020,2,Y,26,802
720,ORD_0281,2025-05-08 21:01:00,it030,3,N,26,120
721,ORD_0282,2025-05-09 13:41:00,it004,1,N,78,419
722,ORD_0282,2025-05-09 13:41:00,it017,1,N,78,508
723,ORD_0282,2025-05-09 13:41:00,it012,2,N,78,853
724,ORD_0282,2025-05-09 13:41:00,it015,3,N,78,738
725,ORD_0283,2025-05-10 21:27:00,it018,3,N,51,246
726,ORD_0283,2025-05-10 21:27:00,it018,3,N,51,5
727,ORD_0284,2025-05-11 12:44:00,it025,1,Y,30,33
728,ORD_0284,2025-05-11 12:44:00,it025,2,Y,30,437
729,ORD_0284,2025-05-11 12:44:00,it002,3,Y,30,93
730,ORD_0285,2025-05-12 18:06:00,it021,3,N,30,715
731,ORD_0286,2025-05-13 21:30:00,it018,2,N,63,218
732,ORD_0286,2025-05-13 21:30:00,it002,2,Y,63,157
733,ORD_0286,2025-05-13 21:30:00,it006,1,N,63,830
734,ORD_0286,2025-05-13 21:30:00,it020,1,N,63,285
735,ORD_0287,2025-05-14 16:16:00,it019,2,Y,92,391
736,ORD_0287,2025-05-14 16:16:00,it031,3,Y,92,734
737,ORD_0287,2025-05-14 16:16:00,it019,2,Y,92,415
738,ORD_0288,2025-05-15 18:49:00,it017,3,N,69,784
739,ORD_0288,2025-05-15 18:49:00,it024,2,Y,69,372
740,ORD_0288,2025-05-15 18:49:00,it012,1,N,69,835
741,ORD_0289,2025-05-17 01:15:00,it029,2,N,38,715
742,ORD_0289,2025-05-17 01:15:00,it006,2,N,38,698
743,ORD_0289,2025-05-17 01:15:00,it007,1,Y,38,473
744,ORD_0290,2025-05-17 21:21:00,it020,3,N,54,892
745,ORD_0291,2025-05-18 22:42:00,it001,2,N,33,693
746,ORD_0291,2025-05-18 22:42:00,it020,2,N,33,659
747,ORD_0291,2025-05-18 22:42:00,it021,2,Y,33,854
748,ORD_0291,2025-05-18 22:42:00,it021,1,Y,33,899
749,ORD_0292,2025-05-19 18:00:00,it002,2,Y,31,32
750,ORD_0293,2025-05-20 17:45:00,it031,3,Y,41,407
751,ORD_0293,2025-05-20 17:45:00,it023,2,N,41,150
752,ORD_0293,2025-05-20 17:45:00,it021,3,N,41,630
753,ORD_0294,2025-05-21 14:32:00,it032,1,Y,93,490
754,ORD_0295,2025-05-22 15:00:00,it019,1,Y,31,164
755,ORD_0295,2025-05-22 15:00:00,it023,1,Y,31,2
756,ORD_0296,2025-05-23 12:29:00,it022,1,Y,80,90
757,ORD_0296,2025-05-23 12:29:00,it002,3,Y,80,364
758,ORD_0296,2025-05-23 12:29:00,it005,1,Y,80,315
759,ORD_0296,2025-05-23 12:29:00,it023,2,Y,80,292
760,ORD_0297,2025-05-24 12:59:00,it030,2,Y,77,89
761,ORD_0298,2025-05-25 13:21:00,it017,2,N,35,25
762,ORD_0298,2025-05-25 13:21:00,it018,3,Y,35,816
763,ORD_0299,2025-05-27 00:10:00,it012,3,N,41,171
764,ORD_0299,2025-05-27 00:10:00,it021,1,Y,41,515
765,ORD_0299,2025-05-27 00:10:00,it017,3,Y,41,534
766,ORD_0299,2025-05-27 00:10:00,it022,3,Y,41,185
767,ORD_0300,2025-05-27 12:53:00,it020,1,N,22,623
768,ORD_0301,2025-05-28 23:18:00,it017,2,N,48,591
769,ORD_0301,2025-05-28 23:18:00,it017,1,N,48,285
770,ORD_0301,2025-05-28 23:18:00,it018,3,Y,48,640
771,ORD_0301,2025-05-28 23:18:00,it023,1,Y,48,526
772,ORD_0302,2025-05-29 13:18:00,it029,3,Y,50,249
773,ORD_0302,2025-05-29 13:18:00,it007,2,Y,50,224
774,ORD_0303,2025-05-31 01:33:00,it020,2,N,6,407
775,ORD_0303,2025-05-31 01:33:00,it029,2,N,6,405
776,ORD_0304,2025-05-31 23:46:00,it018,1,N,26,253
777,ORD_0304,2025-05-31 23:46:00,it005,2,Y,26,480
778,ORD_0305,2025-06-01 20:52:00,it013,3,N,46,156
779,ORD_0305,2025-06-01 20:52:00,it002,2,N,46,861
780,ORD_0305,2025-06-01 20:52:00,it031,1,Y,46,820
781,ORD_0306,2025-06-02 17:03:00,it018,2,Y,18,444
782,ORD_0306,2025-06-02 17:03:00,it022,3,N,18,352
783,ORD_0306,2025-06-02 17:03:00,it023,3,Y,18,451
784,ORD_0307,2025-06-04 01:30:00,it015,3,N,27,151
785,ORD_0307,2025-06-04 01:30:00,it028,3,N,27,272
786,ORD_0308,2025-06-04 15:23:00,it029,1,N,37,824
787,ORD_0309,2025-06-06 00:01:00,it023,2,N,29,706
788,ORD_0309,2025-06-06 00:01:00,it017,3,N,29,868
789,ORD_0309,2025-06-06 00:01:00,it021,3,Y,29,230
790,ORD_0310,2025-06-06 15:21:00,it019,3,N,63,406
791,ORD_0310,2025-06-06 15:21:00,it002,3,N,63,520
792,ORD_0310,2025-06-06 15:21:00,it031,2,Y,63,287
793,ORD_0310,2025-06-06 15:21:00,it023,2,Y,63,447
794,ORD_0311,2025-06-07 12:21:00,it022,1,N,30,836
795,ORD_0311,2025-06-07 12:21:00,it022,2,Y,30,272
796,ORD_0312,2025-06-08 19:23:00,it028,1,Y,67,697
797,ORD_0313,2025-06-10 01:08:00,it022,1,Y,74,377
798,ORD_0314,2025-06-10 13:55:00,it014,3,Y,52,227
799,ORD_0314,2025-06-10 13:55:00,it023,1,Y,52,509
800,ORD_0314,2025-06-10 13:55:00,it019,3,Y,52,443
801,ORD_0315,2025-06-11 20:15:00,it022,2,Y,59,122
802,ORD_0315,2025-06-11 20:15:00,it001,1,N,59,876
803,ORD_0315,2025-06-11 20:15:00,it022,3,Y,59,25
804,ORD_0315,2025-06-11 20:15:00,it027,2,Y,59,114
805,ORD_0316,2025-06-12 13:18:00,it015,1,Y,80,124
806,ORD_0317,2025-06-13 15:44:00,it022,1,Y,93,154
807,ORD_0317,2025-06-13 15:44:00,it017,3,N,93,802
808,ORD_0318,2025-06-14 21:14:00,it022,1,N,44,437
809,ORD_0318,2025-06-14 21:14:00,it017,2,N,44,707
810,ORD_0319,2025-06-15 15:12:00,it025,2,N,1,806
811,ORD_0320,2025-06-16 14:42:00,it018,2,N,80,724
812,ORD_0320,2025-06-16 14:42:00,it003,2,Y,80,159
813,ORD_0321,2025-06-17 14:53:00,it028,1,N,73,671
814,ORD_0321,2025-06-17 14:53:00,it019,3,Y,73,182
815,ORD_0321,2025-06-17 14:53:00,it018,3,Y,73,649
816,ORD_0321,2025-06-17 14:53:00,it024,1,Y,73,214
817,ORD_0322,2025-06-18 17:54:00,it024,2,N,13,809
818,ORD_0322,2025-06-18 17:54:00,it020,3,N,13,679
819,ORD_0322,2025-06-18 17:54:00,it022,1,N,13,152
820,ORD_0322,2025-06-18 17:54:00,it002,2,N,13,282
821,ORD_0323,2025-06-19 22:50:00,it021,3,N,26,73
822,ORD_0324,2025-06-20 14:44:00,it028,2,N,3,366
823,ORD_0325,2025-06-21 18:51:00,it022,1,Y,8,72
824,ORD_0326,2025-06-23 01:34:00,it031,3,N,54,220
825,ORD_0326,2025-06-23 01:34:00,it021,3,Y,54,769
826,ORD_0327,2025-06-23 20:15:00,it032,1,Y,46,646
827,ORD_0327,2025-06-23 20:15:00,it018,3,N,46,691
828,ORD_0328,2025-06-24 18:21:00,it022,1,Y,46,46
829,ORD_0328,2025-06-24 18:21:00,it014,2,Y,46,31
830,ORD_0329,2025-06-25 17:48:00,it030,3,N,10,818
831,ORD_0330,2025-06-27 00:23:00,it032,2,N,50,557
832,ORD_0331,2025-06-27 15:32:00,it017,2,N,24,631
